Number of Iterations, Accuracy 
286800, 0.9925 
287000, 0.99225 
287200, 0.99225 
287400, 0.99275 
287600, 0.9925 
287800, 0.99075 
288000, 0.99225 
288200, 0.992 
288400, 0.98875 
288600, 0.99275 
288800, 0.992 
289000, 0.992 
289200, 0.99175 
289400, 0.9925 
289600, 0.99175 
289800, 0.99175 
290000, 0.9925 
290200, 0.99275 
290400, 0.98975 
290600, 0.9915 
290800, 0.9925 
291000, 0.991 
291200, 0.99275 
291400, 0.993 
291600, 0.99275 
291800, 0.99225 
292000, 0.99225 
292200, 0.99225 
292400, 0.9925 
292600, 0.99275 
292800, 0.99275 
293000, 0.9925 
293200, 0.99225 
293400, 0.992 
293600, 0.992 
293800, 0.99325 
294000, 0.98475 
294200, 0.99225 
294400, 0.9915 
294600, 0.9925 
294800, 0.99175 
295000, 0.9925 
295200, 0.99225 
295400, 0.9925 
295600, 0.992 
295800, 0.992 
296000, 0.99275 
296200, 0.9935 
296400, 0.99225 
296600, 0.99325 
296800, 0.99275 
297000, 0.9935 
297200, 0.98325 
297400, 0.99225 
297600, 0.99275 
297800, 0.984 
298000, 0.9925 
298200, 0.99125 
298400, 0.99175 
298600, 0.99275 
298800, 0.993 
299000, 0.99225 
299200, 0.992 
299400, 0.99275 
299600, 0.99275 
299800, 0.99275 
300000, 0.992 
